emotion,feature_layer,feature_id,upstream_layer,component_type,component_name,head_idx,clean_activation,ablated_activation,causal_effect,prompt
Sadness,25,66,15,Head,L15.H4,4,48.02177429199219,48.982452392578125,-0.9606781005859375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,15,Head,L15.H5,5,48.02177429199219,48.94713592529297,-0.9253616333007812,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,15,Head,L15.H6,6,48.02177429199219,49.00846862792969,-0.9866943359375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,15,Head,L15.H7,7,48.02177429199219,45.049034118652344,2.9727401733398438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,MLP,L16.MLP,-1,48.02177429199219,41.148231506347656,6.873542785644531,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Attn,L16.Attn,-1,48.02177429199219,53.24964904785156,-5.227874755859375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H0,0,48.02177429199219,48.87701416015625,-0.8552398681640625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H1,1,48.02177429199219,47.459381103515625,0.5623931884765625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H2,2,48.02177429199219,52.93559646606445,-4.913822174072266,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H3,3,48.02177429199219,47.501285552978516,0.5204887390136719,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H4,4,48.02177429199219,47.633209228515625,0.3885650634765625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H5,5,48.02177429199219,46.92479705810547,1.0969772338867188,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H6,6,48.02177429199219,45.955501556396484,2.066272735595703,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,16,Head,L16.H7,7,48.02177429199219,48.131744384765625,-0.1099700927734375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,MLP,L17.MLP,-1,48.02177429199219,39.905067443847656,8.116706848144531,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Attn,L17.Attn,-1,48.02177429199219,53.30085754394531,-5.279083251953125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H0,0,48.02177429199219,47.103721618652344,0.9180526733398438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H1,1,48.02177429199219,47.51612854003906,0.505645751953125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H2,2,48.02177429199219,52.90789031982422,-4.886116027832031,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H3,3,48.02177429199219,47.24696350097656,0.774810791015625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H4,4,48.02177429199219,48.6177978515625,-0.5960235595703125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H5,5,48.02177429199219,45.02888488769531,2.992889404296875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H6,6,48.02177429199219,52.808956146240234,-4.787181854248047,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,17,Head,L17.H7,7,48.02177429199219,42.34068298339844,5.68109130859375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,MLP,L18.MLP,-1,48.02177429199219,31.127986907958984,16.893787384033203,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Attn,L18.Attn,-1,48.02177429199219,48.95289993286133,-0.9311256408691406,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H0,0,48.02177429199219,47.87590408325195,0.14587020874023438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H1,1,48.02177429199219,47.10430145263672,0.9174728393554688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H2,2,48.02177429199219,47.634727478027344,0.38704681396484375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H3,3,48.02177429199219,48.586341857910156,-0.5645675659179688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H4,4,48.02177429199219,48.259498596191406,-0.23772430419921875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H5,5,48.02177429199219,47.83275604248047,0.18901824951171875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H6,6,48.02177429199219,47.834312438964844,0.18746185302734375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,18,Head,L18.H7,7,48.02177429199219,48.772499084472656,-0.7507247924804688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,MLP,L19.MLP,-1,48.02177429199219,46.997215270996094,1.0245590209960938,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Attn,L19.Attn,-1,48.02177429199219,46.64439392089844,1.37738037109375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H0,0,48.02177429199219,47.80128860473633,0.22048568725585938,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H1,1,48.02177429199219,48.19352722167969,-0.1717529296875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H2,2,48.02177429199219,47.979591369628906,0.04218292236328125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H3,3,48.02177429199219,48.33802032470703,-0.31624603271484375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H4,4,48.02177429199219,48.21471405029297,-0.19293975830078125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H5,5,48.02177429199219,48.192649841308594,-0.17087554931640625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H6,6,48.02177429199219,47.128204345703125,0.8935699462890625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,19,Head,L19.H7,7,48.02177429199219,47.87529754638672,0.14647674560546875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,MLP,L20.MLP,-1,48.02177429199219,43.39384841918945,4.627925872802734,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Attn,L20.Attn,-1,48.02177429199219,48.11233901977539,-0.09056472778320312,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H0,0,48.02177429199219,47.91590881347656,0.105865478515625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H1,1,48.02177429199219,47.72259521484375,0.2991790771484375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H2,2,48.02177429199219,48.41716003417969,-0.3953857421875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H3,3,48.02177429199219,47.92890930175781,0.092864990234375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H4,4,48.02177429199219,48.03437042236328,-0.01259613037109375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H5,5,48.02177429199219,48.146827697753906,-0.12505340576171875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H6,6,48.02177429199219,48.72480010986328,-0.7030258178710938,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,20,Head,L20.H7,7,48.02177429199219,47.50017547607422,0.5215988159179688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,MLP,L21.MLP,-1,48.02177429199219,48.78010559082031,-0.758331298828125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Attn,L21.Attn,-1,48.02177429199219,42.04026794433594,5.98150634765625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H0,0,48.02177429199219,48.10680389404297,-0.08502960205078125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H1,1,48.02177429199219,48.57996368408203,-0.5581893920898438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H2,2,48.02177429199219,48.772796630859375,-0.7510223388671875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H3,3,48.02177429199219,47.09068298339844,0.93109130859375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H4,4,48.02177429199219,48.64753723144531,-0.625762939453125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H5,5,48.02177429199219,48.97956085205078,-0.9577865600585938,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H6,6,48.02177429199219,43.97303771972656,4.048736572265625,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,21,Head,L21.H7,7,48.02177429199219,48.628173828125,-0.6063995361328125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,MLP,L22.MLP,-1,48.02177429199219,42.505638122558594,5.516136169433594,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Attn,L22.Attn,-1,48.02177429199219,41.529048919677734,6.492725372314453,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H0,0,48.02177429199219,48.15089416503906,-0.129119873046875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H1,1,48.02177429199219,41.99024200439453,6.031532287597656,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H2,2,48.02177429199219,48.35025405883789,-0.3284797668457031,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H3,3,48.02177429199219,47.93783950805664,0.08393478393554688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H4,4,48.02177429199219,48.98154830932617,-0.9597740173339844,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H5,5,48.02177429199219,48.62936782836914,-0.6075935363769531,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H6,6,48.02177429199219,51.53101348876953,-3.5092391967773438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,22,Head,L22.H7,7,48.02177429199219,49.407859802246094,-1.3860855102539062,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,MLP,L23.MLP,-1,48.02177429199219,42.88520812988281,5.136566162109375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Attn,L23.Attn,-1,48.02177429199219,45.852134704589844,2.1696395874023438,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H0,0,48.02177429199219,45.446205139160156,2.5755691528320312,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H1,1,48.02177429199219,49.696678161621094,-1.6749038696289062,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H2,2,48.02177429199219,47.885276794433594,0.13649749755859375,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H3,3,48.02177429199219,46.61924743652344,1.40252685546875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H4,4,48.02177429199219,49.08262252807617,-1.0608482360839844,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H5,5,48.02177429199219,47.91329574584961,0.10847854614257812,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H6,6,48.02177429199219,48.580589294433594,-0.5588150024414062,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,23,Head,L23.H7,7,48.02177429199219,48.610633850097656,-0.5888595581054688,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,MLP,L24.MLP,-1,48.02177429199219,53.47791290283203,-5.456138610839844,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Attn,L24.Attn,-1,48.02177429199219,43.82752227783203,4.194252014160156,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H0,0,48.02177429199219,48.113525390625,-0.0917510986328125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H1,1,48.02177429199219,46.853118896484375,1.1686553955078125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H2,2,48.02177429199219,48.62894821166992,-0.6071739196777344,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H3,3,48.02177429199219,46.5758171081543,1.4459571838378906,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H4,4,48.02177429199219,48.23463439941406,-0.212860107421875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H5,5,48.02177429199219,48.333717346191406,-0.31194305419921875,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H6,6,48.02177429199219,48.009334564208984,0.012439727783203125,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,24,Head,L24.H7,7,48.02177429199219,48.27199935913086,-0.2502250671386719,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,15,MLP,L15.MLP,-1,55.162620544433594,52.57883834838867,2.583782196044922,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Attn,L15.Attn,-1,55.162620544433594,62.56697082519531,-7.404350280761719,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H0,0,55.162620544433594,54.79827117919922,0.364349365234375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H1,1,55.162620544433594,60.503173828125,-5.340553283691406,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H2,2,55.162620544433594,46.94095230102539,8.221668243408203,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H3,3,55.162620544433594,53.286643981933594,1.8759765625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H4,4,55.162620544433594,54.749656677246094,0.4129638671875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H5,5,55.162620544433594,55.09111022949219,0.07151031494140625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H6,6,55.162620544433594,55.90009307861328,-0.7374725341796875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,15,Head,L15.H7,7,55.162620544433594,60.93394470214844,-5.771324157714844,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,MLP,L16.MLP,-1,55.162620544433594,40.107398986816406,15.055221557617188,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Attn,L16.Attn,-1,55.162620544433594,54.0737419128418,1.0888786315917969,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H0,0,55.162620544433594,54.667572021484375,0.49504852294921875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H1,1,55.162620544433594,50.004337310791016,5.158283233642578,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H2,2,55.162620544433594,55.14830780029297,0.014312744140625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H3,3,55.162620544433594,58.97296142578125,-3.8103408813476562,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H4,4,55.162620544433594,54.757911682128906,0.4047088623046875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H5,5,55.162620544433594,53.885986328125,1.2766342163085938,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H6,6,55.162620544433594,55.59208679199219,-0.42946624755859375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,16,Head,L16.H7,7,55.162620544433594,56.39369201660156,-1.2310714721679688,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,MLP,L17.MLP,-1,55.162620544433594,52.63215637207031,2.5304641723632812,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Attn,L17.Attn,-1,55.162620544433594,59.58502197265625,-4.422401428222656,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H0,0,55.162620544433594,54.71236038208008,0.4502601623535156,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H1,1,55.162620544433594,54.770179748535156,0.3924407958984375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H2,2,55.162620544433594,57.81011962890625,-2.6474990844726562,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H3,3,55.162620544433594,52.221858978271484,2.9407615661621094,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H4,4,55.162620544433594,55.52649688720703,-0.3638763427734375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H5,5,55.162620544433594,53.009254455566406,2.1533660888671875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H6,6,55.162620544433594,58.587074279785156,-3.4244537353515625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,17,Head,L17.H7,7,55.162620544433594,53.46147537231445,1.7011451721191406,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,MLP,L18.MLP,-1,55.162620544433594,48.61280059814453,6.5498199462890625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Attn,L18.Attn,-1,55.162620544433594,56.51393127441406,-1.3513107299804688,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H0,0,55.162620544433594,54.24713897705078,0.9154815673828125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H1,1,55.162620544433594,51.88041687011719,3.2822036743164062,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H2,2,55.162620544433594,56.08318328857422,-0.920562744140625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H3,3,55.162620544433594,57.653564453125,-2.4909439086914062,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H4,4,55.162620544433594,56.19228744506836,-1.0296669006347656,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H5,5,55.162620544433594,54.81809997558594,0.34452056884765625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H6,6,55.162620544433594,55.45530700683594,-0.29268646240234375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,18,Head,L18.H7,7,55.162620544433594,54.290958404541016,0.8716621398925781,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,MLP,L19.MLP,-1,55.162620544433594,53.103458404541016,2.059162139892578,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Attn,L19.Attn,-1,55.162620544433594,54.20909881591797,0.953521728515625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H0,0,55.162620544433594,54.992218017578125,0.17040252685546875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H1,1,55.162620544433594,55.205322265625,-0.04270172119140625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H2,2,55.162620544433594,55.29790115356445,-0.13528060913085938,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H3,3,55.162620544433594,55.67168426513672,-0.509063720703125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H4,4,55.162620544433594,54.70970153808594,0.45291900634765625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H5,5,55.162620544433594,55.11040496826172,0.052215576171875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H6,6,55.162620544433594,54.592716217041016,0.5699043273925781,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,19,Head,L19.H7,7,55.162620544433594,55.08319091796875,0.07942962646484375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,MLP,L20.MLP,-1,55.162620544433594,51.02123260498047,4.141387939453125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Attn,L20.Attn,-1,55.162620544433594,57.250396728515625,-2.0877761840820312,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H0,0,55.162620544433594,55.46128845214844,-0.29866790771484375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H1,1,55.162620544433594,54.827117919921875,0.33550262451171875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H2,2,55.162620544433594,55.78274154663086,-0.6201210021972656,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H3,3,55.162620544433594,55.165618896484375,-0.00299835205078125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H4,4,55.162620544433594,55.56803894042969,-0.40541839599609375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H5,5,55.162620544433594,55.46190643310547,-0.299285888671875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H6,6,55.162620544433594,54.553897857666016,0.6087226867675781,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,20,Head,L20.H7,7,55.162620544433594,54.47338104248047,0.689239501953125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,MLP,L21.MLP,-1,55.162620544433594,51.22610092163086,3.9365196228027344,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Attn,L21.Attn,-1,55.162620544433594,50.81317138671875,4.349449157714844,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H0,0,55.162620544433594,55.23661804199219,-0.07399749755859375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H1,1,55.162620544433594,55.60919189453125,-0.44657135009765625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H2,2,55.162620544433594,56.204750061035156,-1.0421295166015625,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H3,3,55.162620544433594,54.72340393066406,0.43921661376953125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H4,4,55.162620544433594,55.52606964111328,-0.3634490966796875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H5,5,55.162620544433594,56.121299743652344,-0.95867919921875,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H6,6,55.162620544433594,51.08490753173828,4.0777130126953125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,21,Head,L21.H7,7,55.162620544433594,55.795711517333984,-0.6330909729003906,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,MLP,L22.MLP,-1,55.162620544433594,49.90411376953125,5.258506774902344,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Attn,L22.Attn,-1,55.162620544433594,43.995304107666016,11.167316436767578,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H0,0,55.162620544433594,55.48937225341797,-0.326751708984375,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H1,1,55.162620544433594,45.175689697265625,9.986930847167969,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H2,2,55.162620544433594,55.57748031616211,-0.4148597717285156,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H3,3,55.162620544433594,55.455780029296875,-0.29315948486328125,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H4,4,55.162620544433594,55.26606369018555,-0.10344314575195312,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H5,5,55.162620544433594,57.124080657958984,-1.9614601135253906,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H6,6,55.162620544433594,60.17817687988281,-5.015556335449219,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,22,Head,L22.H7,7,55.162620544433594,57.976318359375,-2.8136978149414062,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,23,MLP,L23.MLP,-1,55.162620544433594,50.688289642333984,4.474330902099609,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
