emotion,feature_layer,feature_id,intervention_type,ablated_component,baseline_activation,ablated_activation,activation_change,activation_change_pct,baseline_emotion_logit,ablated_emotion_logit,logit_change,prompt
Disgust,24,10476,single_ablation,L16.MLP,21.104188919067383,19.385791778564453,-1.7183971405029297,-8.142445782175397,9.494786739349365,10.338245749473572,0.8434590101242065,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
Disgust,24,10476,single_ablation,L20.MLP,21.104188919067383,16.02485466003418,-5.079334259033203,-24.06789608694265,9.494786739349365,9.590839743614197,0.09605300426483154,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
Disgust,24,10476,single_ablation,L15.Attn,21.104188919067383,21.420717239379883,0.3165283203125,1.4998364615022965,9.494786739349365,9.794871807098389,0.30008506774902344,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
Disgust,24,10476,combined_ablation,L23.MLP+L19.MLP+L16.MLP,21.104188919067383,0.0,-21.104188919067383,-100.0,9.494786739349365,4.7157032415270805,-4.779083497822285,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
Disgust,24,10476,single_ablation,L23.MLP,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,4.272244215011597,-1.3528760075569153,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,single_ablation,L19.MLP,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,5.238209962844849,-0.38691025972366333,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,single_ablation,L16.MLP,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,5.554042637348175,-0.07107758522033691,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,single_ablation,L20.MLP,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,6.597307175397873,0.972186952829361,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,single_ablation,L15.Attn,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,5.80018550157547,0.175065279006958,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,combined_ablation,L23.MLP+L19.MLP+L16.MLP,13.773542404174805,0.0,-13.773542404174805,-100.0,5.625120222568512,4.464021235704422,-1.16109898686409,It feels oddly comforting and familiar that we suck at hockey again.
Disgust,24,10476,single_ablation,L23.MLP,17.53810691833496,13.252954483032227,-4.285152435302734,-24.43338072493379,5.006157249212265,6.912322700023651,1.906165450811386,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
Disgust,24,10476,single_ablation,L19.MLP,17.53810691833496,13.97938346862793,-3.5587234497070312,-20.291377320699393,5.006157249212265,5.767325937747955,0.7611686885356903,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
Disgust,24,10476,single_ablation,L16.MLP,17.53810691833496,17.191072463989258,-0.3470344543457031,-1.9787452315215444,5.006157249212265,5.827698618173599,0.8215413689613342,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
Disgust,24,10476,single_ablation,L20.MLP,17.53810691833496,17.8801212310791,0.3420143127441406,1.9501210383578327,5.006157249212265,4.531515067443252,-0.4746421817690134,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
Disgust,24,10476,single_ablation,L15.Attn,17.53810691833496,17.730865478515625,0.19275856018066406,1.0990841889505611,5.006157249212265,5.175512254238129,0.16935500502586365,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
Disgust,24,10476,combined_ablation,L23.MLP+L19.MLP+L16.MLP,17.53810691833496,0.0,-17.53810691833496,-100.0,5.006157249212265,8.564723134040833,3.5585658848285675,I dated a guy from Steamboat Springs Colorado who used to do this. He had an immune system made of steel but it was absolutely disgusting.
